,pairID,premise,hypothesis,propositional_logic_rule
5143,6734323683.jpg#2r1e,A man on stilts performs a trick for an audience.,Both a man on stilts performs a trick for an audience and no man on stilts performs a trick for an audience. ,Conjunction
5144,78879869.jpg#1r1e,A line of people at an atm.,Either a line of people at an atm or no line of people at an atm. ,Disjunction
5145,78879869.jpg#1r1e,A line of people at an atm.,Both a line of people at an atm and no line of people at an atm. ,Conjunction
5146,62964059.jpg#3r1e,A redheaded woman laughs at something.,Either a redheaded woman laughs at something or no redheaded woman laughs at something. ,Disjunction
5147,62964059.jpg#3r1e,A redheaded woman laughs at something.,Both a redheaded woman laughs at something and no redheaded woman laughs at something. ,Conjunction
5148,599235529.jpg#1r1e,A man and women sleeping together outside on a park bench.,Either a man and women sleeping together outside on a park bench or no man and woman are sleeping together outside on a park bench. ,Disjunction
5149,599235529.jpg#1r1e,A man and women sleeping together outside on a park bench.,Both a man and women sleeping together outside on a park bench and no man and woman are sleeping together outside on a park bench. ,Conjunction
5150,599235529.jpg#1r1n,A couple asleep on a bench outside.,Either a couple asleep on a bench outside or no couple asleep on a bench outside. ,Disjunction
5151,599235529.jpg#1r1n,A couple asleep on a bench outside.,Both a couple asleep on a bench outside and no couple asleep on a bench outside. ,Conjunction
5152,3179226630.jpg#2r1e,A young boy gets his photo taken.,Either a young boy gets his photo taken or no young boy gets his photo taken. ,Disjunction
5153,3179226630.jpg#2r1e,A young boy gets his photo taken.,Both a young boy gets his photo taken and no young boy gets his photo taken. ,Conjunction
5154,2218519240.jpg#2r1e,A person is covering their face and hair.,Either a person is covering their face and hair or no person is covering their face and hair. ,Disjunction
5155,2218519240.jpg#2r1e,A person is covering their face and hair.,Both a person is covering their face and hair and no person is covering their face and hair. ,Conjunction
5156,6020763700.jpg#1r1e,One lady looks at a box while another looks at her phone.,Either one lady looks at a box while another looks at her phone or no lady looks at a box while another looks at her phone. ,Disjunction
5157,6020763700.jpg#1r1e,One lady looks at a box while another looks at her phone.,Both one lady looks at a box while another looks at her phone and no lady looks at a box while another looks at her phone. ,Conjunction
5158,38803368.jpg#0r1e,The men are playing frisbee.,Either the men are playing frisbee or the men are not playing frisbee. ,Disjunction
5159,38803368.jpg#0r1e,The men are playing frisbee.,Both the men are playing frisbee and the men are not playing frisbee. ,Conjunction
5160,7582869910.jpg#3r1e,There is at least one person.,Either there is at least one person or there is not at least one person. ,Disjunction
5161,7582869910.jpg#3r1e,There is at least one person.,Both there is at least one person and there is not at least one person. ,Conjunction
5162,4126111436.jpg#4r1e,There are men at the helicopter.,Either there are men at the helicopter or there are no men at the helicopter. ,Disjunction
5163,4126111436.jpg#4r1e,There are men at the helicopter.,Both there are men at the helicopter and there are no men at the helicopter. ,Conjunction
5164,2102115587.jpg#0r1e,Children competing in a relay race.,Either children competing in a relay race or no children are competing in a relay race. ,Disjunction
5165,2102115587.jpg#0r1e,Children competing in a relay race.,Both children competing in a relay race and no children are competing in a relay race. ,Conjunction
5166,2102115587.jpg#0r1n,A team of youths race to finish first in a relay race on a beach.,Either a team of youths race to finish first in a relay race on a beach or no team of youths race to finish first in a relay race on a beach. ,Disjunction
5167,2102115587.jpg#0r1n,A team of youths race to finish first in a relay race on a beach.,Both a team of youths race to finish first in a relay race on a beach and no team of youths race to finish first in a relay race on a beach. ,Conjunction
5168,7690660482.jpg#3r1e,A car drives on a street.,Either a car drives on a street or no car drives on a street. ,Disjunction
5169,7690660482.jpg#3r1e,A car drives on a street.,Both a car drives on a street and no car drives on a street. ,Conjunction
5170,3289893683.jpg#0r1e,People are playing basketball.,Either people are playing basketball or nobody is playing basketball. ,Disjunction
5171,3289893683.jpg#0r1e,People are playing basketball.,Both people are playing basketball and nobody is playing basketball. ,Conjunction
5172,3289893683.jpg#0r1n,A basketball player in red is trying to grab the ball from a player in white.,Either a basketball player in red is trying to grab the ball from a player in white or no basketball player in red is trying to grab the ball from a player in white. ,Disjunction
5173,3289893683.jpg#0r1n,A basketball player in red is trying to grab the ball from a player in white.,Both a basketball player in red is trying to grab the ball from a player in white and no basketball player in red is trying to grab the ball from a player in white. ,Conjunction
5174,4655477763.jpg#4r1e,A man takes a picture.,Either a man takes a picture or no man takes a picture. ,Disjunction
5175,4655477763.jpg#4r1e,A man takes a picture.,Both a man takes a picture and no man takes a picture. ,Conjunction
5176,4436222610.jpg#1r1e,A woman is standing next to a flower pot.,Either a woman is standing next to a flower pot or no woman is standing next to a flower pot. ,Disjunction
5177,4436222610.jpg#1r1e,A woman is standing next to a flower pot.,Both a woman is standing next to a flower pot and no woman is standing next to a flower pot. ,Conjunction
5178,4761927608.jpg#3r1e,People move around outside.,Either people move around outside or nobody moves around outside. ,Disjunction
5179,4761927608.jpg#3r1e,People move around outside.,Both people move around outside and nobody moves around outside. ,Conjunction
5180,6556864817.jpg#4r1e,A kid swims in water.,Either a kid swims in water or no kid swims in water. ,Disjunction
5181,6556864817.jpg#4r1e,A kid swims in water.,Both a kid swims in water and no kid swims in water. ,Conjunction
5182,4900336480.jpg#2r1e,A man is hiking.,Either a man is hiking or no man is hiking. ,Disjunction
5183,4900336480.jpg#2r1e,A man is hiking.,Both a man is hiking and no man is hiking. ,Conjunction
5184,3519155763.jpg#3r1e,A dog is running to catch a colorful ball.,Either a dog is running to catch a colorful ball or no dog is running to catch a colorful ball. ,Disjunction
5185,3519155763.jpg#3r1e,A dog is running to catch a colorful ball.,Both a dog is running to catch a colorful ball and no dog is running to catch a colorful ball. ,Conjunction
5186,387078972.jpg#3r1e,A dog next to a window.,Either a dog next to a window or no dog is next to a window. ,Disjunction
5187,387078972.jpg#3r1e,A dog next to a window.,Both a dog next to a window and no dog is next to a window. ,Conjunction
5188,3399906919.jpg#1r1e,The man playing a game.,Either the man playing a game or the man not playing a game. ,Disjunction
5189,3399906919.jpg#1r1e,The man playing a game.,Both the man playing a game and the man not playing a game. ,Conjunction
5190,4869254994.jpg#2r1e,A person walking in a tunnel.,Either a person walking in a tunnel or no person is walking in a tunnel. ,Disjunction
5191,4869254994.jpg#2r1e,A person walking in a tunnel.,Both a person walking in a tunnel and no person is walking in a tunnel. ,Conjunction
5192,521999036.jpg#2r1e,A kid climbing some logs.,Either a kid climbing some logs or no kid is climbing some logs. ,Disjunction
5193,521999036.jpg#2r1e,A kid climbing some logs.,Both a kid climbing some logs and no kid is climbing some logs. ,Conjunction
5194,1679557684.jpg#1r1e,A dog is jumping.,Either a dog is jumping or no dog is jumping. ,Disjunction
5195,1679557684.jpg#1r1e,A dog is jumping.,Both a dog is jumping and no dog is jumping. ,Conjunction
5196,4467098318.jpg#2r1e,A person taking a photo.,Either a person taking a photo or no person is taking a photo. ,Disjunction
5197,4467098318.jpg#2r1e,A person taking a photo.,Both a person taking a photo and no person is taking a photo. ,Conjunction
5198,2226898412.jpg#4r1e,A little girl is in a field.,Either a little girl is in a field or no little girl is in a field. ,Disjunction
5199,2226898412.jpg#4r1e,A little girl is in a field.,Both a little girl is in a field and no little girl is in a field. ,Conjunction
5200,3046190891.jpg#2r1e,A person in the water.,Either a person in the water or no person is in the water. ,Disjunction
5201,3046190891.jpg#2r1e,A person in the water.,Both a person in the water and no person is in the water. ,Conjunction
5202,6273518057.jpg#0r1e,A man is celebrating his victory while smiling and shooting champagne in the air.,Either a man is celebrating his victory while smiling and shooting champagne in the air or no man is celebrating his victory while smiling and shooting champagne in the air. ,Disjunction
5203,6273518057.jpg#0r1e,A man is celebrating his victory while smiling and shooting champagne in the air.,Both a man is celebrating his victory while smiling and shooting champagne in the air and no man is celebrating his victory while smiling and shooting champagne in the air. ,Conjunction
5204,6273518057.jpg#0r1n,A man is happily celebrating his victory while smiling and shooting champagne in the air.,Either a man is happily celebrating his victory while smiling and shooting champagne in the air or no man is happily celebrating his victory while smiling and shooting champagne in the air. ,Disjunction
5205,6273518057.jpg#0r1n,A man is happily celebrating his victory while smiling and shooting champagne in the air.,Both a man is happily celebrating his victory while smiling and shooting champagne in the air and no man is happily celebrating his victory while smiling and shooting champagne in the air. ,Conjunction
5206,3085590738.jpg#3r1e,A person is at a podium.,Either a person is at a podium or no person is at a podium. ,Disjunction
5207,3085590738.jpg#3r1e,A person is at a podium.,Both a person is at a podium and no person is at a podium. ,Conjunction
5208,4782588680.jpg#1r1e,The man is walking down the street.,Either the man is walking down the street or the man is not walking down the street. ,Disjunction
5209,4782588680.jpg#1r1e,The man is walking down the street.,Both the man is walking down the street and the man is not walking down the street. ,Conjunction
5210,3978338583.jpg#4r1e,Two people eating together.,Either two people eating together or no two people are eating together. ,Disjunction
5211,3978338583.jpg#4r1e,Two people eating together.,Both two people eating together and no two people are eating together. ,Conjunction
5212,504765160.jpg#1r1e,The woman is wearing a blue shirt.,Either the woman is wearing a blue shirt or the woman is not wearing a blue shirt. ,Disjunction
5213,504765160.jpg#1r1e,The woman is wearing a blue shirt.,Both the woman is wearing a blue shirt and the woman is not wearing a blue shirt. ,Conjunction
5214,97495047.jpg#4r1e,A person is drinking coffee.,Either a person is drinking coffee or no person is drinking coffee. ,Disjunction
5215,97495047.jpg#4r1e,A person is drinking coffee.,Both a person is drinking coffee and no person is drinking coffee. ,Conjunction
5216,6113672400.jpg#1r1e,This guy is wearing a racing uniform while holding a bottle.,Either this guy is wearing a racing uniform while holding a bottle or this guy is not wearing a racing uniform while holding a bottle. ,Disjunction
5217,6113672400.jpg#1r1e,This guy is wearing a racing uniform while holding a bottle.,Both this guy is wearing a racing uniform while holding a bottle and this guy is not wearing a racing uniform while holding a bottle. ,Conjunction
5218,6681942245.jpg#3r1e,A woman is cooking.,Either a woman is cooking or no woman is cooking. ,Disjunction
5219,6681942245.jpg#3r1e,A woman is cooking.,Both a woman is cooking and no woman is cooking. ,Conjunction
5220,2371749487.jpg#3r1e,A boy and a girl are playing.,Either a boy and a girl are playing or no boy and girl are playing. ,Disjunction
5221,2371749487.jpg#3r1e,A boy and a girl are playing.,Both a boy and a girl are playing and no boy and girl are playing. ,Conjunction
5222,421730441.jpg#2r1e,There is a man standing outside of a theater.,Either there is a man standing outside of a theater or there is no man standing outside of a theater. ,Disjunction
5223,421730441.jpg#2r1e,There is a man standing outside of a theater.,Both there is a man standing outside of a theater and there is no man standing outside of a theater. ,Conjunction
5224,3827245354.jpg#0r1e,A man is outdoors.,Either a man is outdoors or no man is outdoors. ,Disjunction
5225,3827245354.jpg#0r1e,A man is outdoors.,Both a man is outdoors and no man is outdoors. ,Conjunction
5226,3417662443.jpg#0r1e,A man wearing a costume.,Either a man wearing a costume or no man is wearing a costume. ,Disjunction
5227,3417662443.jpg#0r1e,A man wearing a costume.,Both a man wearing a costume and no man is wearing a costume. ,Conjunction
5228,2838085973.jpg#3r1e,There is a guy holding a football.,Either there is a guy holding a football or there is not a guy holding a football. ,Disjunction
5229,2838085973.jpg#3r1e,There is a guy holding a football.,Both there is a guy holding a football and there is not a guy holding a football. ,Conjunction
5230,3759999147.jpg#3r1e,Two girls are walking together.,Either two girls are walking together or no two girls are walking together. ,Disjunction
5231,3759999147.jpg#3r1e,Two girls are walking together.,Both two girls are walking together and no two girls are walking together. ,Conjunction
5232,4921874968.jpg#0r1e,Somebody is riding a bike outside.,Either somebody is riding a bike outside or nobody is riding a bike outside. ,Disjunction
5233,4921874968.jpg#0r1e,Somebody is riding a bike outside.,Both somebody is riding a bike outside and nobody is riding a bike outside. ,Conjunction
5234,4430945317.jpg#0r1e, a man with a red beard and mustache.,Either  a man with a red beard and mustache or no man has a red beard and mustache. ,Disjunction
5235,4430945317.jpg#0r1e, a man with a red beard and mustache.,Both  a man with a red beard and mustache and no man has a red beard and mustache. ,Conjunction
5236,1100708949.jpg#1r1e,There are women outside in this picture.,Either there are women outside in this picture or there are no women outside in this picture. ,Disjunction
5237,1100708949.jpg#1r1e,There are women outside in this picture.,Both there are women outside in this picture and there are no women outside in this picture. ,Conjunction
5238,6376516937.jpg#4r1e,A referee watching a game.,Either a referee watching a game or no referee watching a game. ,Disjunction
5239,6376516937.jpg#4r1e,A referee watching a game.,Both a referee watching a game and no referee watching a game. ,Conjunction
5240,3319405494.jpg#0r1e,The group is skiing.,Either the group is skiing or the group is not skiing. ,Disjunction
5241,3319405494.jpg#0r1e,The group is skiing.,Both the group is skiing and the group is not skiing. ,Conjunction
5242,3306212559.jpg#1r1e,A beautiful sunset shows the shapes of four figures silhouetted against its backdrop.,Either a beautiful sunset shows the shapes of four figures silhouetted against its backdrop or no beautiful sunset shows the shapes of four figures silhouetted against its backdrop. ,Disjunction
5243,3306212559.jpg#1r1e,A beautiful sunset shows the shapes of four figures silhouetted against its backdrop.,Both a beautiful sunset shows the shapes of four figures silhouetted against its backdrop and no beautiful sunset shows the shapes of four figures silhouetted against its backdrop. ,Conjunction
5244,5615077255.jpg#3r1e,Girls are making posters.,Either girls are making posters or no girls are making posters. ,Disjunction
5245,5615077255.jpg#3r1e,Girls are making posters.,Both girls are making posters and no girls are making posters. ,Conjunction
5246,41868213.jpg#1r1e,A man scribbles indoors.,Either a man scribbles indoors or no man scribbles indoors. ,Disjunction
5247,41868213.jpg#1r1e,A man scribbles indoors.,Both a man scribbles indoors and no man scribbles indoors. ,Conjunction
5248,7617060434.jpg#2r1e,There is a teenager playing golf in a field.,Either there is a teenager playing golf in a field or there is not a teenager playing golf in a field. ,Disjunction
5249,7617060434.jpg#2r1e,There is a teenager playing golf in a field.,Both there is a teenager playing golf in a field and there is not a teenager playing golf in a field. ,Conjunction
5250,4691217656.jpg#0r1e,A woman and a man walk down the street.,Either a woman and a man walk down the street or no woman and no man walk down the street. ,Disjunction
5251,4691217656.jpg#0r1e,A woman and a man walk down the street.,Both a woman and a man walk down the street and no woman and no man walk down the street. ,Conjunction
5252,5504028572.jpg#1r1e,A kid is outside looking into the water.,Either a kid is outside looking into the water or no kid is outside looking into the water. ,Disjunction
5253,5504028572.jpg#1r1e,A kid is outside looking into the water.,Both a kid is outside looking into the water and no kid is outside looking into the water. ,Conjunction
5254,7402359070.jpg#0r1e,A guy with a basketball.,Either a guy with a basketball or no guy with a basketball. ,Disjunction
5255,7402359070.jpg#0r1e,A guy with a basketball.,Both a guy with a basketball and no guy with a basketball. ,Conjunction
5256,376208936.jpg#1r1e,The men are outside.,Either the men are outside or the men are not outside. ,Disjunction
5257,376208936.jpg#1r1e,The men are outside.,Both the men are outside and the men are not outside. ,Conjunction
5258,4620399509.jpg#1r1e,A young woman wearing a white sleeveless dress lined with red flowers talking on her cellphone as she walks down the street sidewalk outside.,Either a young woman wearing a white sleeveless dress lined with red flowers talking on her cellphone as she walks down the street sidewalk outside or no young woman wearing a white sleeveless dress lined with red flowers talking on her cellphone as she walks down the street sidewalk outside. ,Disjunction
5259,4620399509.jpg#1r1e,A young woman wearing a white sleeveless dress lined with red flowers talking on her cellphone as she walks down the street sidewalk outside.,Both a young woman wearing a white sleeveless dress lined with red flowers talking on her cellphone as she walks down the street sidewalk outside and no young woman wearing a white sleeveless dress lined with red flowers talking on her cellphone as she walks down the street sidewalk outside. ,Conjunction
5260,4482946929.jpg#2r1e,A woman is holding a sign.,Either a woman is holding a sign or no woman is holding a sign. ,Disjunction
5261,4482946929.jpg#2r1e,A woman is holding a sign.,Both a woman is holding a sign and no woman is holding a sign. ,Conjunction
5262,2276120079.jpg#2r1n,A boy is running outside.,Either a boy is running outside or no boy is running outside. ,Disjunction
5263,2276120079.jpg#2r1n,A boy is running outside.,Both a boy is running outside and no boy is running outside. ,Conjunction
5264,2276120079.jpg#2r1e,A boy is running.,Either a boy is running or no boy is running. ,Disjunction
5265,2276120079.jpg#2r1e,A boy is running.,Both a boy is running and no boy is running. ,Conjunction
5266,6750572607.jpg#1r1c,A blonde girl is playing.,Either a blonde girl is playing or no blonde girl is playing. ,Disjunction
5267,6750572607.jpg#1r1c,A blonde girl is playing.,Both a blonde girl is playing and no blonde girl is playing. ,Conjunction
5268,6750572607.jpg#1r1e,A blonde child is playing.,Either a blonde child is playing or no blonde child is playing. ,Disjunction
5269,6750572607.jpg#1r1e,A blonde child is playing.,Both a blonde child is playing and no blonde child is playing. ,Conjunction
5270,507419384.jpg#4r1e,People play cards.,Either people play cards or nobody plays cards. ,Disjunction
5271,507419384.jpg#4r1e,People play cards.,Both people play cards and nobody plays cards. ,Conjunction
5272,3388094307.jpg#3r1e,White outfit women playing tennis.,Either white outfit women playing tennis or no white outfit women are playing tennis. ,Disjunction
5273,3388094307.jpg#3r1e,White outfit women playing tennis.,Both white outfit women playing tennis and no white outfit women are playing tennis. ,Conjunction
5274,2713554148.jpg#1r1e,Four children are dancing around a pole.,Either four children are dancing around a pole or no children are dancing around a pole. ,Disjunction
5275,2713554148.jpg#1r1e,Four children are dancing around a pole.,Both four children are dancing around a pole and no children are dancing around a pole. ,Conjunction
5276,2713554148.jpg#2r1e,A bunch of young kids play a game that requires them to run around a pole.,Either a bunch of young kids play a game that requires them to run around a pole or no bunch of young kids play a game that requires them to run around a pole. ,Disjunction
5277,2713554148.jpg#2r1e,A bunch of young kids play a game that requires them to run around a pole.,Both a bunch of young kids play a game that requires them to run around a pole and no bunch of young kids play a game that requires them to run around a pole. ,Conjunction
5278,2713554148.jpg#2r1n,There are kids outside playing.,Either there are kids outside playing or there are no kids outside playing. ,Disjunction
5279,2713554148.jpg#2r1n,There are kids outside playing.,Both there are kids outside playing and there are no kids outside playing. ,Conjunction
5280,2536850983.jpg#3r1e,A construction team working in a subway station.,Either a construction team working in a subway station or no construction team is working in a subway station. ,Disjunction
5281,2536850983.jpg#3r1e,A construction team working in a subway station.,Both a construction team working in a subway station and no construction team is working in a subway station. ,Conjunction
5282,5425075136.jpg#1r1e,A man is riding a skateboard.,Either a man is riding a skateboard or no man is riding a skateboard. ,Disjunction
5283,5425075136.jpg#1r1e,A man is riding a skateboard.,Both a man is riding a skateboard and no man is riding a skateboard. ,Conjunction
5284,248851880.jpg#2r1e,People play baseball.,Either people play baseball or nobody plays baseball. ,Disjunction
5285,248851880.jpg#2r1e,People play baseball.,Both people play baseball and nobody plays baseball. ,Conjunction
5286,4932127810.jpg#4r1e,Two children together.,Either two children together or no two children together. ,Disjunction
5287,4932127810.jpg#4r1e,Two children together.,Both two children together and no two children together. ,Conjunction
5288,27463274.jpg#2r1e,There is a man on a boat.,Either there is a man on a boat or there is not a man on a boat. ,Disjunction
5289,27463274.jpg#2r1e,There is a man on a boat.,Both there is a man on a boat and there is not a man on a boat. ,Conjunction
5290,3473188829.jpg#2r1e,Workers filling orders at basking robbins.,Either workers filling orders at basking robbins or no workers are filling orders at basking robbins. ,Disjunction
5291,3473188829.jpg#2r1e,Workers filling orders at basking robbins.,Both workers filling orders at basking robbins and no workers are filling orders at basking robbins. ,Conjunction
5292,3473188829.jpg#2r1n,Workers busy in handling orders.,Either workers busy in handling orders or no workers are busy in handling orders. ,Disjunction
5293,3473188829.jpg#2r1n,Workers busy in handling orders.,Both workers busy in handling orders and no workers are busy in handling orders. ,Conjunction
5294,338415742.jpg#2r1e,A man with a duffel bag walks with agirl pushing a cart down the street.,Either a man with a duffel bag walks with agirl pushing a cart down the street or no man with a duffel bag walks with a girl pushing a cart down the street. ,Disjunction
5295,338415742.jpg#2r1e,A man with a duffel bag walks with agirl pushing a cart down the street.,Both a man with a duffel bag walks with agirl pushing a cart down the street and no man with a duffel bag walks with a girl pushing a cart down the street. ,Conjunction
5296,337378227.jpg#2r1e,The man is wearing brown.,Either the man is wearing brown or the man is not wearing brown. ,Disjunction
5297,337378227.jpg#2r1e,The man is wearing brown.,Both the man is wearing brown and the man is not wearing brown. ,Conjunction
5298,2446009833.jpg#2r1e,A woman in white hands something to a woman in blue.,Either a woman in white hands something to a woman in blue or no woman in white hands something to a woman in blue. ,Disjunction
5299,2446009833.jpg#2r1e,A woman in white hands something to a woman in blue.,Both a woman in white hands something to a woman in blue and no woman in white hands something to a woman in blue. ,Conjunction
5300,3804316124.jpg#0r1e,A woman is walking down the street of shops.,Either a woman is walking down the street of shops or no woman is walking down the street of shops. ,Disjunction
5301,3804316124.jpg#0r1e,A woman is walking down the street of shops.,Both a woman is walking down the street of shops and no woman is walking down the street of shops. ,Conjunction
5302,3052436578.jpg#1r1e,Two people kissing.,Either two people kissing or no two people are kissing. ,Disjunction
5303,3052436578.jpg#1r1e,Two people kissing.,Both two people kissing and no two people are kissing. ,Conjunction
5304,6201295346.jpg#1r1e,A man pushing away another man on the soccer field.,Either a man pushing away another man on the soccer field or no man is pushing away another man on the soccer field. ,Disjunction
5305,6201295346.jpg#1r1e,A man pushing away another man on the soccer field.,Both a man pushing away another man on the soccer field and no man is pushing away another man on the soccer field. ,Conjunction
5306,425990453.jpg#2r1e,A woman is taking a picture in cold weather.,Either a woman is taking a picture in cold weather or no woman is taking a picture in cold weather. ,Disjunction
5307,425990453.jpg#2r1e,A woman is taking a picture in cold weather.,Both a woman is taking a picture in cold weather and no woman is taking a picture in cold weather. ,Conjunction
5308,2102029863.jpg#1r1e,A uniformed group carry signs written in chinese.,Either a uniformed group carry signs written in chinese or no uniformed group carry signs written in chinese. ,Disjunction
5309,2102029863.jpg#1r1e,A uniformed group carry signs written in chinese.,Both a uniformed group carry signs written in chinese and no uniformed group carry signs written in chinese. ,Conjunction
5310,2102029863.jpg#0r1e,Crowd has gathered to celebrate and watch a parade.,Either crowd has gathered to celebrate and watch a parade or no crowd has gathered to celebrate and watch a parade. ,Disjunction
5311,2102029863.jpg#0r1e,Crowd has gathered to celebrate and watch a parade.,Both crowd has gathered to celebrate and watch a parade and no crowd has gathered to celebrate and watch a parade. ,Conjunction
5312,4622340284.jpg#0r1e,The lady is riding a bike.,Either the lady is riding a bike or the lady is not riding a bike. ,Disjunction
5313,4622340284.jpg#0r1e,The lady is riding a bike.,Both the lady is riding a bike and the lady is not riding a bike. ,Conjunction
5314,7175447793.jpg#1r1e,Dancers are performing on stage barefoot.,Either dancers are performing on stage barefoot or no dancers are performing on stage barefoot. ,Disjunction
5315,7175447793.jpg#1r1e,Dancers are performing on stage barefoot.,Both dancers are performing on stage barefoot and no dancers are performing on stage barefoot. ,Conjunction
5316,2319087586.jpg#0r1e,The man is holding a pencil.,Either the man is holding a pencil or the man is not holding a pencil. ,Disjunction
5317,2319087586.jpg#0r1e,The man is holding a pencil.,Both the man is holding a pencil and the man is not holding a pencil. ,Conjunction
5318,3025265622.jpg#4r1e,People are taking things from rocks.,Either people are taking things from rocks or nobody is taking things from rocks. ,Disjunction
5319,3025265622.jpg#4r1e,People are taking things from rocks.,Both people are taking things from rocks and nobody is taking things from rocks. ,Conjunction
5320,2742426734.jpg#2r1e,The young people are outdoors.,Either the young people are outdoors or the young people are not outdoors. ,Disjunction
5321,2742426734.jpg#2r1e,The young people are outdoors.,Both the young people are outdoors and the young people are not outdoors. ,Conjunction
5322,362763393.jpg#3r1e,Men at the center of a clearing.,Either men at the center of a clearing or no men at the center of a clearing. ,Disjunction
5323,362763393.jpg#3r1e,Men at the center of a clearing.,Both men at the center of a clearing and no men at the center of a clearing. ,Conjunction
5324,356981206.jpg#0r1e,There are people riding the bus.,Either there are people riding the bus or there are no people riding the bus. ,Disjunction
5325,356981206.jpg#0r1e,There are people riding the bus.,Both there are people riding the bus and there are no people riding the bus. ,Conjunction
5326,6623693625.jpg#4r1e,A young kid is drinking out of a cup.,Either a young kid is drinking out of a cup or no young kid is drinking out of a cup. ,Disjunction
5327,6623693625.jpg#4r1e,A young kid is drinking out of a cup.,Both a young kid is drinking out of a cup and no young kid is drinking out of a cup. ,Conjunction
5328,3801367099.jpg#2r1e,The man has shorts on.,Either the man has shorts on or the man does not have shorts on. ,Disjunction
5329,3801367099.jpg#2r1e,The man has shorts on.,Both the man has shorts on and the man does not have shorts on. ,Conjunction
5330,3801367099.jpg#1r1n,The man poses with a yellow flower.,Either the man poses with a yellow flower or the man does not pose with a yellow flower. ,Disjunction
5331,3801367099.jpg#1r1n,The man poses with a yellow flower.,Both the man poses with a yellow flower and the man does not pose with a yellow flower. ,Conjunction
5332,3801367099.jpg#1r1e,The man stands before the camera outside.,Either the man stands before the camera outside or the man does not stand before the camera outside. ,Disjunction
5333,3801367099.jpg#1r1e,The man stands before the camera outside.,Both the man stands before the camera outside and the man does not stand before the camera outside. ,Conjunction
5334,2733659177.jpg#2r1e,There is one child in this picture and he is outside.,Either there is one child in this picture and he is outside or there is not one child in this picture and he is not outside. ,Disjunction
5335,2733659177.jpg#2r1e,There is one child in this picture and he is outside.,Both there is one child in this picture and he is outside and there is not one child in this picture and he is not outside. ,Conjunction
5336,6775388196.jpg#1r1e,A boy near an item.,Either a boy near an item or no boy is near an item. ,Disjunction
5337,6775388196.jpg#1r1e,A boy near an item.,Both a boy near an item and no boy is near an item. ,Conjunction
5338,2661567396.jpg#3r1e,A boy is sitting down.,Either a boy is sitting down or no boy is sitting down. ,Disjunction
5339,2661567396.jpg#3r1e,A boy is sitting down.,Both a boy is sitting down and no boy is sitting down. ,Conjunction
5340,2519183562.jpg#3r1e,A guy is riding the bus.,Either a guy is riding the bus or no guy is riding the bus. ,Disjunction
5341,2519183562.jpg#3r1e,A guy is riding the bus.,Both a guy is riding the bus and no guy is riding the bus. ,Conjunction
5342,3094546534.jpg#4r1e,People are eating food.,Either people are eating food or nobody is eating food. ,Disjunction
5343,3094546534.jpg#4r1e,People are eating food.,Both people are eating food and nobody is eating food. ,Conjunction
5344,3094546534.jpg#3r1e,A large group going out.,Either a large group going out or no large group going out. ,Disjunction
5345,3094546534.jpg#3r1e,A large group going out.,Both a large group going out and no large group going out. ,Conjunction
5346,2257233228.jpg#1r1e,Two women are jogging by the beach.,Either two women are jogging by the beach or no two women are jogging by the beach. ,Disjunction
5347,2257233228.jpg#1r1e,Two women are jogging by the beach.,Both two women are jogging by the beach and no two women are jogging by the beach. ,Conjunction
5348,6939396159.jpg#1r1e,The young boy is outside.,Either the young boy is outside or the young boy is not outside. ,Disjunction
5349,6939396159.jpg#1r1e,The young boy is outside.,Both the young boy is outside and the young boy is not outside. ,Conjunction
5350,3364715316.jpg#4r1e,Two women are outdoors.,Either two women are outdoors or no two women are outdoors. ,Disjunction
5351,3364715316.jpg#4r1e,Two women are outdoors.,Both two women are outdoors and no two women are outdoors. ,Conjunction
5352,3364715316.jpg#1r1e,Two ladies are wearing swimsuits.,Either two ladies are wearing swimsuits or no two ladies are wearing swimsuits. ,Disjunction
5353,3364715316.jpg#1r1e,Two ladies are wearing swimsuits.,Both two ladies are wearing swimsuits and no two ladies are wearing swimsuits. ,Conjunction
5354,927420680.jpg#4r1e,The man walks among trees.,Either the man walks among trees or the man does not walk among trees. ,Disjunction
5355,927420680.jpg#4r1e,The man walks among trees.,Both the man walks among trees and the man does not walk among trees. ,Conjunction
5356,6199755897.jpg#1r1e,A runner with a convoy of motorcycles.,Either a runner with a convoy of motorcycles or no runner with a convoy of motorcycles. ,Disjunction
5357,6199755897.jpg#1r1e,A runner with a convoy of motorcycles.,Both a runner with a convoy of motorcycles and no runner with a convoy of motorcycles. ,Conjunction
5358,6278649113.jpg#1r1e,A person is bowling.,Either a person is bowling or no person is bowling. ,Disjunction
5359,6278649113.jpg#1r1e,A person is bowling.,Both a person is bowling and no person is bowling. ,Conjunction
5360,2401201668.jpg#2r1e,A man is shining some shoes.,Either a man is shining some shoes or no man is shining some shoes. ,Disjunction
5361,2401201668.jpg#2r1e,A man is shining some shoes.,Both a man is shining some shoes and no man is shining some shoes. ,Conjunction
5362,2332975167.jpg#3r1e,The policeman is sitting.,Either the policeman is sitting or the policeman is not sitting. ,Disjunction
5363,2332975167.jpg#3r1e,The policeman is sitting.,Both the policeman is sitting and the policeman is not sitting. ,Conjunction
5364,2332975167.jpg#0r1e,A man is wearing a uniform.,Either a man is wearing a uniform or no man is wearing a uniform. ,Disjunction
